1280737,CN,中国,西藏自治区,拉萨
1797121,CN,中国,广东,揭阳市
1786141,CN,中国,湖南,攸县城关镇
8360473,CN,中国,江苏省,新一大队
1806882,CN,中国,广东,新会
1814470,CN,中国,辽宁,新兴
1788876,CN,中国,广东,新华
1986732,CN,中国,湖南,新华
1788466,CN,中国,河南,新华路
1795437,CN,中国,山西,新城
1799353,CN,中国,甘肃,新宁
1788863,CN,中国,湖南,新晃
1788575,CN,中国,河南,新集
8262623,CN,中国,江苏省,无厦
1790923,CN,中国,江苏省,无锡
1797132,CN,中国,山东省,日照
1804651,CN,中国,云南,昆明
2038139,CN,中国,辽宁,昌图
2038154,CN,中国,北京市,昌平
1793691,CN,中国,山西,明星
1797431,CN,中国,山西,昭余
1784841,CN,中国,云南,昭通市
1797658,CN,中国,福建,晋江
1802940,CN,中国,广东,普宁
1805567,CN,中国,河北省,景州
1805680,CN,中国,江西,景德镇市
1785710,CN,中国,云南,景洪市
1797318,CN,中国,云南,曲靖市
2038300,CN,中国,辽宁,本溪市
1804609,CN,中国,广西壮族自治区,来宾市
1787458,CN,中国,陕西,杨陵
1808926,CN,中国,浙江省,杭州
9088338,CN,中国,西藏自治区,松多
1793952,CN,中国,浙江省,松源
1785453,CN,中国,山东省,枣庄市
1804753,CN,中国,浙江省,柯桥区
1803300,CN,中国,广西壮族自治区,柳州
2038199,CN,中国,河北省,柴沟堡
1783763,CN,中国,湖南,株洲
1809486,CN,中国,广西壮族自治区,桂平
1809498,CN,中国,广西壮族自治区,桂林市
1930236,CN,中国,湖南,桃源
1800884,CN,中国,浙江省,梅城
7052458,CN,中国,安徽,梅山
8375635,CN,中国,江苏省,梅山
1982639,CN,中国,湖南,梅洲
1790840,CN,中国,广西壮族自治区,梧州市
1790942,CN,中国,浙江省,梧桐
1928760,CN,中国,湖南,横岩
1808361,CN,中国,广西壮族自治区,横州
1806603,CN,中国,浙江省,武义
1803936,CN,中国,甘肃,武威
1790896,CN,中国,广西壮族自治区,武宣
1791247,CN,中国,湖北省,武汉
1816373,CN,中国,贵州,毕节
2036536,CN,中国,吉林,民主
1786401,CN,中国,福建,永安
1786378,CN,中国,重庆,永川
1786217,CN,中国,湖南,永州
1806348,CN,中国,重庆,江津市
1806299,CN,中国,广东,江门市
1814934,CN,中国,安徽,池州
2034937,CN,中国,辽宁,沈阳
1816080,CN,中国,河北省,沧州市
1808775,CN,中国,河北省,河北
1786112,CN,中国,广东,河源市
1929686,CN,中国,湖南,河背
1797353,CN,中国,福建,泉州市
1793505,CN,中国,江苏省,泰州市
1801640,CN,中国,四川省,泸州
1787266,CN,中国,陕西,洋洲
1801792,CN,中国,河南,洛阳市
7071563,CN,中国,浙江省,洪塘
1798082,CN,中国,湖南,洪桥
1805753,CN,中国,山东省,济南
1805518,CN,中国,山东省,济宁市
1787874,CN,中国,河南,浚县城关镇
1798425,CN,中国,浙江省,浦阳
1809078,CN,中国,海南,海口市
2037078,CN,中国,内蒙古自治区,海拉尔区
2037075,CN,中国,黑龙江省,海林
1809104,CN,中国,北京市,海淀
1785286,CN,中国,山东省,淄博
1807700,CN,中国,安徽,淮北
1795565,CN,中国,广东,深圳市
1797945,CN,中国,广东,清远
1791464,CN,中国,浙江省,温岭
1791388,CN,中国,浙江省,温州市
1791636,CN,中国,陕西,渭南
1924018,CN,中国,江西,湖陂
1784990,CN,中国,广东,湛江市
1814757,CN,中国,安徽,滁州
1793036,CN,中国,山东省,滕州
1816336,CN,中国,山东省,滨州市
1801934,CN,中国,河南,漯河
1785018,CN,中国,福建,漳州市
1793105,CN,中国,湖南,漳江
1806483,CN,中国,四川省,漹城
1791681,CN,中国,山东省,潍坊市
1815395,CN,中国,广东,潮州市
1815251,CN,中国,江苏省,澄江
1803670,CN,中国,云南,澧江
1798422,CN,中国,河南,濮阳城关镇
1809289,CN,中国,河南,灵宝城关镇
1787093,CN,中国,山东省,烟台市
1805987,CN,中国,河南,焦作市
2035715,CN,中国,黑龙江省,牡丹江
1785623,CN,中国,江苏省,玉山
1785781,CN,中国,广西壮族自治区,玉林市
1784185,CN,中国,云南,玉溪市
1807086,CN,中国,浙江省,玉环
1790437,CN,中国,广东,珠海市
1920318,CN,中国,广东,甜水
1812988,CN,中国,山东省,登州
2038569,CN,中国,吉林,白城
1817240,CN,中国,甘肃,白银
1816269,CN,中国,广西壮族自治区,百城
1787746,CN,中国,江苏省,盐城
1795060,CN,中国,广东,石岐街道
1795254,CN,中国,北京市,石景山
1529195,CN,中国,新疆,石河子市
2006091,CN,中国,福建,石狮
1816316,CN,中国,安徽,碧阳
1810821,CN,中国,福建,福州市
9935910,CN,中国,广西壮族自治区,福建
1792585,CN,中国,福建,福鼎
1797595,CN,中国,河北省,秦皇岛
2035702,CN,中国,黑龙江省,穆棱
1785614,CN,中国,山西,箕城
1928263,CN,中国,湖南,簸箕
1802238,CN,中国,湖南,娄底市
1788911,CN,中国,河南,索河
1789897,CN,中国,河南,紫荆路
1998322,CN,中国,陕西,纪阳
1795855,CN,中国,浙江省,绍兴市
2034655,CN,中国,黑龙江省,绥化
1800627,CN,中国,四川省,绵阳
1784953,CN,中国,山东省,罗峰
1794311,CN,中国,山西,署益村
1787353,CN,中国,山西,羊泉
1804208,CN,中国,湖南,耒阳
1803834,CN,中国,山东省,聊城
1784853,CN,中国,广东,肇庆市
1783745,CN,中国,四川省,自贡市
7069199,CN,中国,安徽,芜湖
1812990,CN,中国,河南,花洲
1784525,CN,中国,湖南,芷江
6663796,CN,中国,福建,苏前
1886760,CN,中国,江苏省,苏州
1801180,CN,中国,广东,茂名
1803791,CN,中国,广东,荔城
1804591,CN,中国,山东省,莱芜市
1808198,CN,中国,山东省,菏泽
2036662,CN,中国,辽宁,葫芦岛
1809263,CN,中国,陕西,虢镇镇
1816440,CN,中国,安徽,蚌埠
1808392,CN,中国,河北省,衡水市
1808370,CN,中国,湖南,衡阳市
1797264,CN,中国,浙江省,衢州市
1790587,CN,中国,湖北省,襄樊
7332439,CN,中国,江苏省,西场
2033881,CN,中国,河北省,西城
1788852,CN,中国,青海省,西宁
1790630,CN,中国,陕西,西安
1795834,CN,中国,重庆,覃家岗
1783940,CN,中国,浙江省,诸暨
1914540,CN,中国,广东,象岗
1918203,CN,中国,浙江省,象溪
1809532,CN,中国,广西壮族自治区,贵港市
1809461,CN,中国,贵州,贵阳
1810638,CN,中国,江西,赣州
2038067,CN,中国,内蒙古自治区,赤峰
1801757,CN,中国,浙江省,路桥
1815068,CN,中国,湖南,辰阳
2036113,CN,中国,辽宁,辽阳市
1813325,CN,中国,四川省,达州
1788694,CN,中国,江苏省,连云港
1786467,CN,中国,云南,迤萨
1901492,CN,中国,广西壮族自治区,逐盎
1792520,CN,中国,北京市,通州
2034400,CN,中国,内蒙古自治区,通辽市
1793886,CN,中国,广东,遂溪县
1783621,CN,中国,贵州,遵义市
2033058,CN,中国,河北省,遵化
1788927,CN,中国,河北省,邢台市
1808963,CN,中国,河北省,邯郸市
1795857,CN,中国,福建,邵武
1784658,CN,中国,河南,郑州
1815059,CN,中国,湖南,郴州
8347664,CN,中国,内蒙古自治区,鄂尔多斯市
1814906,CN,中国,重庆,重庆
1805528,CN,中国,浙江省,金华
1786559,CN,中国,山西,金城
2002434,CN,中国,福建,金水
1805505,CN,中国,海南,金江
1918084,CN,中国,浙江省,金钟
7071773,CN,中国,浙江省,金门
1797551,CN,中国,广西壮族自治区,钦州市
7064006,CN,中国,陕西,铜川
1792621,CN,中国,安徽,铜陵
1786657,CN,中国,宁夏回族自治区,银川
2036427,CN,中国,辽宁,锦州市
1784642,CN,中国,江苏省,镇江
1815677,CN,中国,福建,长乐
1815492,CN,中国,浙江省,长兴县
2038180,CN,中国,吉林,长春
1796989,CN,中国,广东,长沙
1815577,CN,中国,湖南,长沙市
1816924,CN,中国,四川省,阆中
2037346,CN,中国,辽宁,阜新市
1810845,CN,中国,安徽,阜阳市
1806408,CN,中国,广东,阳江市
8212997,CN,中国,广东,陂径
1280677,CN,中国,西藏自治区,陇
1803437,CN,中国,山东省,陵城
1793133,CN,中国,浙江省,陶山
1795579,CN,中国,山东省,雁塔
1783683,CN,中国,四川省,雁江
1787816,CN,中国,四川省,雅安
1801982,CN,中国,四川省,雒城
1800433,CN,中国,河南,青屏
1797929,CN,中国,山东省,青岛市
1803367,CN,中国,山东省,青年
6919606,CN,中国,四川省,青㭎林
1798688,CN,中国,山西,青羊
1805657,CN,中国,天津市,静海
2038632,CN,中国,辽宁,鞍山市
1795874,CN,中国,广东,韶关市
1795860,CN,中国,湖南,韶山
1814082,CN,中国,广东,顺德区
1785566,CN,中国,河南,颍川
1783873,CN,中国,河南,驻马店市
1810295,CN,中国,广东,高州
1810309,CN,中国,江苏省,高邮
2036389,CN,中国,黑龙江省,鸡西市
1808770,CN,中国,河南,鹤壁市
2036986,CN,中国,黑龙江省,鹤岗
1792359,CN,中国,安徽,黄山
7041861,CN,中国,安徽,黄岗
6413837,CN,中国,湖南,黄石
2036973,CN,中国,黑龙江省,黑河市
2035265,CN,中国,黑龙江省,齐齐哈尔市
2035980,CN,中国,黑龙江省,龙凤
1802276,CN,中国,福建,龙岩
1802261,CN,中国,浙江省,龙洲
1802550,CN,中国,山东省,龙港
1812981,CN,中国,浙江,湖州
1806535,CN,中国,浙江,湖州
1804645,CN,中国,浙江,温州
2001189,CN,中国,陕西,西安
1811116,CN,中国,山西,吕梁
1814915,CN,中国,上海,上海
2033336,CN,中国,辽宁,锦州
1808977,CN,中国,湖北,孝感
1794479,CN,中国,山东,青岛
7042115,CN,中国,河南,南阳
1813206,CN,中国,湖北,黄石
10794003,CN,中国,辽宁,盘锦
1785979,CN,中国,山东,德州
1807469,CN,中国,河北,沧州
1811017,CN,中国,福建,厦门
1805833,CN,中国,山西,晋中
1787005,CN,中国,河北,邢台
1918539,CN,中国,浙江,温州
7283386,CN,中国,江苏,苏州
2033675,CN,中国,辽宁,沈阳
1806840,CN,中国,江苏,南通
1794328,CN,中国,山西,朔州
1810777,CN,中国,青海,海东
1818058,CN,中国,安徽,合肥
1811619,CN,中国,湖北,鄂州
1997068,CN,中国,广东,揭阳
1910909,CN,中国,山西,临汾
1806096,CN,中国,山东,青岛
2034048,CN,中国,河北,承德
1996410,CN,中国,广东,潮州
7545962,CN,中国,吉林,延边朝鲜族自治州
2036965,CN,中国,黑龙江,哈尔滨
2036500,CN,中国,吉林,长春
2034008,CN,中国,吉林,白山
1794825,CN,中国,山东,临沂
1983001,CN,中国,湖南,怀化
1811764,CN,中国,贵州,黔南布依族苗族自治州
1793899,CN,中国,江苏,徐州
10941919,CN,中国,安徽,六安
1800483,CN,中国,陕西,榆林
1815075,CN,中国,湖南,郴州
1913287,CN,中国,广东,茂名
7348569,CN,中国,甘肃,定西
1788268,CN,中国,湖北,荆州
1911837,CN,中国,河北,保定
1812647,CN,中国,河北,石家庄
1785655,CN,中国,河南,南阳
1789998,CN,中国,浙江,杭州
1809867,CN,中国,广西,南宁
1998029,CN,中国,广东,汕头
1785094,CN,中国,山东,聊城
1886762,CN,中国,浙江,舟山
1810021,CN,中国,河北,廊坊
1796421,CN,中国,河北,邢台
1280239,CN,中国,青海,西宁
1788618,CN,中国,山东,泰安
1786746,CN,中国,江西,宜春
1813416,CN,中国,广东,云浮
1793533,CN,中国,江苏,泰州
1551487,CN,中国,贵州,六盘水
1804442,CN,中国,浙江,金华
2034439,CN,中国,辽宁,铁岭
1792592,CN,中国,贵州,铜仁
1802810,CN,中国,河北,保定
1796480,CN,中国,陕西,西安
2038349,CN,中国,北京,北京
1801638,CN,中国,江苏,泰州
1806602,CN,中国,浙江,宁波
1806273,CN,中国,浙江,衢州
11258707,CN,中国,江西,吉安
1792617,CN,中国,浙江,杭州
1811200,CN,中国,江苏,徐州
1785462,CN,中国,湖北,襄阳
2036458,CN,中国,内蒙古,乌兰察布
2037153,CN,中国,辽宁,铁岭
1794593,CN,中国,陕西,宝鸡
2035607,CN,中国,内蒙古,包头
2036776,CN,中国,吉林,吉林市
2037086,CN,中国,辽宁,鞍山
1798623,CN,中国,山东,德州
1808316,CN,中国,湖南,益阳
1807112,CN,中国,湖北,鄂州
1795269,CN,中国,山西,阳泉
1816664,CN,中国,辽宁,丹东
1799824,CN,中国,海南,海南
1806624,CN,中国,山西,临汾
2046429,CN,中国,吉林,辽源
1796068,CN,中国,陕西,商洛
1909764,CN,中国,湖南,衡阳
1788534,CN,中国,河南,信阳
1930120,CN,中国,湖南,娄底
1812728,CN,中国,河北,保定
1790359,CN,中国,河北,沧州
1915956,CN,中国,海南,海南
1790251,CN,中国,江西,抚州
8366930,CN,中国,广东,佛山
1914297,CN,中国,福建,三明
1809054,CN,中国,海南,海口
1887325,CN,中国,上海,上海
7328920,CN,中国,江西,南昌
1788508,CN,中国,江西,新余
1801200,CN,中国,江苏,南通
2035966,CN,中国,吉林,延边朝鲜族自治州
1816251,CN,中国,山东,滨州
1784764,CN,中国,浙江,杭州
1796231,CN,中国,上海,上海
2038342,CN,中国,辽宁,朝阳
1810614,CN,中国,河北,保定
1799355,CN,中国,宁夏,银川
7328951,CN,中国,江西,抚州
1885823,CN,中国,四川,绵阳
1816406,CN,中国,山东,临沂
1806960,CN,中国,广东,茂名
2001042,CN,中国,陕西,咸阳
1785694,CN,中国,云南,昆明
2037858,CN,中国,辽宁,沈阳
1809412,CN,中国,浙江,金华
1814760,CN,中国,云南,楚雄彝族自治州
1797535,CN,中国,海南,海口
1802257,CN,中国,浙江,丽水
1809061,CN,中国,浙江,台州
1812592,CN,中国,山东,济南
1812228,CN,中国,江苏,盐城
1786060,CN,中国,山西,忻州
1816265,CN,中国,山东,淄博
1922062,CN,中国,福建,南平
1789137,CN,中国,湖北,荆州
2037823,CN,中国,辽宁,铁岭
1808593,CN,中国,山西,运城
1813828,CN,中国,湖北,十堰
7324571,CN,中国,江苏,南通
2038438,CN,中国,黑龙江,双鸭山
1529013,CN,中国,新疆,伊犁哈萨克自治州
7577956,CN,中国,黑龙江,牡丹江
1805360,CN,中国,江苏,常州
1787765,CN,中国,陕西,延安
1806949,CN,中国,湖北,武汉
2006671,CN,中国,福建,泉州
1550843,CN,中国,贵州,安顺
1981487,CN,中国,湖南,邵阳
1797120,CN,中国,福建,福州
1814991,CN,中国,河南,郑州
1983821,CN,中国,福建,南平
1919287,CN,中国,江西,赣州
1792943,CN,中国,天津,天津
1815669,CN,中国,山东,潍坊
1795919,CN,中国,山东,菏泽
1908861,CN,中国,河南,南阳
1797873,CN,中国,江苏,淮安
1916045,CN,中国,海南,海南
1909789,CN,中国,海南,海南
1783920,CN,中国,上海,上海
2035746,CN,中国,黑龙江,鸡西
1912404,CN,中国,山东,青岛
1785716,CN,中国,江苏,徐州
1790371,CN,中国,湖北,仙桃
1808857,CN,中国,陕西,汉中
1785738,CN,中国,山西,运城
2053180,CN,中国,辽宁,铁岭
1788406,CN,中国,江西,鹰潭
1798821,CN,中国,山东,青岛
1806691,CN,中国,湖南,长沙
1798734,CN,中国,广西,南宁
1788081,CN,中国,安徽,宣城
1789799,CN,中国,浙江,嘉兴
2036115,CN,中国,辽宁,沈阳
1814905,CN,中国,重庆,重庆
7544632,CN,中国,吉林,延边朝鲜族自治州
1786759,CN,中国,湖北,襄阳
1795912,CN,中国,山西,太原
1813869,CN,中国,浙江,嘉兴
1789271,CN,中国,福建,宁德
7034944,CN,中国,安徽,马鞍山
1805502,CN,中国,湖南,长沙
1795578,CN,中国,河北,衡水
1909013,CN,中国,河南,洛阳
1796823,CN,中国,河北,廊坊
1813344,CN,中国,宁夏,石嘴山
1810124,CN,中国,江西,赣州
1802495,CN,中国,江西,赣州
1804866,CN,中国,贵州,黔东南苗族侗族自治州
1808520,CN,中国,河南,郑州
1797401,CN,中国,河北,保定
1794299,CN,中国,四川,成都
1810830,CN,中国,福建,宁德
1796328,CN,中国,山东,青岛
1809445,CN,中国,贵州,贵阳
1805012,CN,中国,河南,济源
1794794,CN,中国,山东,潍坊
1930298,CN,中国,湖南,衡阳
1802279,CN,中国,福建,泉州
1783851,CN,中国,河北,保定
1803317,CN,中国,山东,德州
1791604,CN,中国,浙江,嘉兴
2034834,CN,中国,黑龙江,哈尔滨
1793703,CN,中国,江苏,苏州
1800480,CN,中国,上海,上海
1795816,CN,中国,湖北,荆州
1279685,CN,中国,西藏,拉萨
2037611,CN,中国,黑龙江,牡丹江
1785974,CN,中国,山西,晋中
1785884,CN,中国,湖南,岳阳
1914723,CN,中国,海南,海南
10942183,CN,中国,江苏,南通
9653589,CN,中国,浙江,舟山
1981543,CN,中国,湖南,怀化
1786731,CN,中国,山东,潍坊
1810435,CN,中国,山西,晋城
1800606,CN,中国,浙江,丽水
1817990,CN,中国,山东,潍坊
1798439,CN,中国,上海,上海
1791428,CN,中国,山东,济宁
1806260,CN,中国,江苏,南京
1787601,CN,中国,山东,聊城
1808773,CN,中国,河北,保定
1809116,CN,中国,江苏,南通
1914922,CN,中国,海南,海南
1806222,CN,中国,江西,南昌
1810676,CN,中国,甘肃,兰州
1793771,CN,中国,江苏,宿迁
1807681,CN,中国,安徽,淮南
1789918,CN,中国,湖北,宜昌
1792980,CN,中国,湖北,十堰
1790598,CN,中国,河北,廊坊
1793724,CN,中国,山东,泰安
1787331,CN,中国,江苏,苏州
1911136,CN,中国,山西,晋城
1806488,CN,中国,海南,海南
1784818,CN,中国,山西,运城
1787957,CN,中国,上海,上海
1805639,CN,中国,江苏,泰州
1815188,CN,中国,甘肃,陇南
1529047,CN,中国,新疆,乌鲁木齐
2033242,CN,中国,吉林,长春
2038120,CN,中国,辽宁,朝阳
1809935,CN,中国,广东,广州
1808759,CN,中国,广西,河池
7328940,CN,中国,江西,南昌
1529417,CN,中国,新疆,博尔塔拉蒙古自治州
1808956,CN,中国,山西,长治
2036653,CN,中国,吉林,延边朝鲜族自治州
